model,query,run,rows,latency
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat pancreatic adenocarcinoma?,5,5,1.237377479672432
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat chronic myeloid leukemia?,1,5,0.8274046331644058
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat chronic myeloid leukemia?,2,5,0.9288539737462997
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat chronic myeloid leukemia?,3,5,0.7774267420172691
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat chronic myeloid leukemia?,4,5,0.7541827782988548
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat chronic myeloid leukemia?,5,5,0.8899188172072172
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat Parkinson’s disease?,1,11,1.142844496294856
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat Parkinson’s disease?,2,12,1.376435125246644
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat Parkinson’s disease?,3,8,0.981180589646101
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat Parkinson’s disease?,4,12,1.23807274363935
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat Parkinson’s disease?,5,9,0.9982017539441586
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat inflammatory bowel disease?,1,8,1.2465695813298225
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat inflammatory bowel disease?,2,9,1.1199534051120281
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat inflammatory bowel disease?,3,8,1.1516699101775885
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat inflammatory bowel disease?,4,7,1.291109997779131
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat inflammatory bowel disease?,5,8,1.3856958653777838
grok-4-1-fast-non-reasoning-latest,Which targets are acted on by imatinib?,1,4,0.9209614284336567
grok-4-1-fast-non-reasoning-latest,Which targets are acted on by imatinib?,2,4,0.881843326613307
grok-4-1-fast-non-reasoning-latest,Which targets are acted on by imatinib?,3,4,1.0423099547624588
grok-4-1-fast-non-reasoning-latest,Which targets are acted on by imatinib?,4,4,0.9121559597551823
grok-4-1-fast-non-reasoning-latest,Which targets are acted on by imatinib?,5,4,0.9796016290783882
grok-4-1-fast-non-reasoning-latest,Which biological targets does sorafenib interact with?,1,4,0.9528231155127287
grok-4-1-fast-non-reasoning-latest,Which biological targets does sorafenib interact with?,2,5,0.9276943560689688
grok-4-1-fast-non-reasoning-latest,Which biological targets does sorafenib interact with?,3,4,0.905239637941122
grok-4-1-fast-non-reasoning-latest,Which biological targets does sorafenib interact with?,4,4,0.9379820842295885
grok-4-1-fast-non-reasoning-latest,Which biological targets does sorafenib interact with?,5,5,0.9314510878175497
grok-4-1-fast-non-reasoning-latest,Which biological targets does tofacitinib interact with?,1,2,0.8447758704423904
grok-4-1-fast-non-reasoning-latest,Which biological targets does tofacitinib interact with?,2,2,0.837370777502656
grok-4-1-fast-non-reasoning-latest,Which biological targets does tofacitinib interact with?,3,2,0.7738534659147263
grok-4-1-fast-non-reasoning-latest,Which biological targets does tofacitinib interact with?,4,2,0.7587673589587212
grok-4-1-fast-non-reasoning-latest,Which biological targets does tofacitinib interact with?,5,2,0.8140416759997606
grok-4-1-fast-non-reasoning-latest,Which drugs target EGFR?,1,8,0.8936737403273582
grok-4-1-fast-non-reasoning-latest,Which drugs target EGFR?,2,6,0.9199164938181639
grok-4-1-fast-non-reasoning-latest,Which drugs target EGFR?,3,6,1.1054017953574657
grok-4-1-fast-non-reasoning-latest,Which drugs target EGFR?,4,6,0.8419665601104498
grok-4-1-fast-non-reasoning-latest,Which drugs target EGFR?,5,8,1.2000655364245176
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with TP53?,1,5,1.1501760482788086
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with TP53?,2,5,0.9816238693892956
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with TP53?,3,5,1.0327300280332565
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with TP53?,4,5,0.9036344066262245
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with TP53?,5,5,0.8378883134573698
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with FGFR2?,1,3,0.9083132613450289
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with FGFR2?,2,3,0.9105565417557955
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with FGFR2?,3,3,0.8184693474322557
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with FGFR2?,4,4,0.8862934559583664
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with FGFR2?,5,3,0.8523687142878771
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with HTT?,1,1,0.8746682684868574
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with HTT?,2,1,0.6924403235316277
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with HTT?,3,1,0.8030266035348177
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with HTT?,4,1,0.7396447211503983
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with HTT?,5,1,0.7120508961379528
grok-4-1-fast-non-reasoning-latest,Which genes are associated with breast cancer?,1,3,0.7589001599699259
grok-4-1-fast-non-reasoning-latest,Which genes are associated with breast cancer?,2,3,1.1030734442174435
grok-4-1-fast-non-reasoning-latest,Which genes are associated with breast cancer?,3,3,0.7225258778780699
grok-4-1-fast-non-reasoning-latest,Which genes are associated with breast cancer?,4,3,0.6737249586731195
grok-4-1-fast-non-reasoning-latest,Which genes are associated with breast cancer?,5,3,0.7000932283699512
grok-4-1-fast-non-reasoning-latest,Which genes are associated with colorectal cancer?,1,5,0.8461473062634468
grok-4-1-fast-non-reasoning-latest,Which genes are associated with colorectal cancer?,2,5,0.8734710924327374
grok-4-1-fast-non-reasoning-latest,Which genes are associated with colorectal cancer?,3,5,0.9397907704114914
grok-4-1-fast-non-reasoning-latest,Which genes are associated with colorectal cancer?,4,5,1.0441669598221779
grok-4-1-fast-non-reasoning-latest,Which genes are associated with colorectal cancer?,5,5,0.8965167440474033
grok-4-1-fast-non-reasoning-latest,Which genes are associated with cystic fibrosis?,1,1,0.7028901595622301
grok-4-1-fast-non-reasoning-latest,Which genes are associated with cystic fibrosis?,2,1,0.7195635810494423
grok-4-1-fast-non-reasoning-latest,Which genes are associated with cystic fibrosis?,3,1,0.6882054433226585
grok-4-1-fast-non-reasoning-latest,Which genes are associated with cystic fibrosis?,4,1,0.7980989720672369
grok-4-1-fast-non-reasoning-latest,Which genes are associated with cystic fibrosis?,5,1,1.076515145599842
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat TNBC?,1,8,1.212685115635395
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat TNBC?,2,12,1.1618433576077223
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat TNBC?,3,10,1.0361546017229557
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat TNBC?,4,7,0.8862448837608099
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat TNBC?,5,7,0.9540997389703989
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with metformin?,1,1,0.783981055021286
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with metformin?,2,1,0.6701077967882156
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with metformin?,3,1,0.7145698368549347
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with metformin?,4,1,0.8528521079570055
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with metformin?,5,1,0.6548229586333036
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with adalimumab?,1,8,1.033878244459629
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with adalimumab?,2,8,1.0036694947630167
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with adalimumab?,3,7,1.4377396311610937
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with adalimumab?,4,7,1.2989161405712366
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with adalimumab?,5,7,0.9365653563290834
grok-4-1-fast-non-reasoning-latest,For which diseases is pembrolizumab used?,1,14,1.4003432039171457
grok-4-1-fast-non-reasoning-latest,For which diseases is pembrolizumab used?,2,15,1.3631579596549273
grok-4-1-fast-non-reasoning-latest,For which diseases is pembrolizumab used?,3,15,1.35230110026896
grok-4-1-fast-non-reasoning-latest,For which diseases is pembrolizumab used?,4,10,1.2194395400583744
grok-4-1-fast-non-reasoning-latest,For which diseases is pembrolizumab used?,5,10,1.3027796521782875
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with sorafenib?,1,3,0.7729294020682573
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with sorafenib?,2,3,0.6919001117348671
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with sorafenib?,3,3,0.8581557348370552
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with sorafenib?,4,3,0.7698771487921476
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with sorafenib?,5,3,0.7204001601785421
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with nivolumab?,1,6,0.9724933411926031
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with nivolumab?,2,6,0.913971608504653
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with nivolumab?,3,6,0.8945444729179144
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with nivolumab?,4,8,0.9889019541442394
grok-4-1-fast-non-reasoning-latest,Which diseases are treated with nivolumab?,5,6,0.8623695410788059
grok-4-1-fast-non-reasoning-latest,Which genes are associated with multiple sclerosis?,1,5,0.8712629470974207
grok-4-1-fast-non-reasoning-latest,Which genes are associated with multiple sclerosis?,2,5,0.8553888127207756
grok-4-1-fast-non-reasoning-latest,Which genes are associated with multiple sclerosis?,3,5,0.8329778965562582
grok-4-1-fast-non-reasoning-latest,Which genes are associated with multiple sclerosis?,4,4,0.8055386394262314
grok-4-1-fast-non-reasoning-latest,Which genes are associated with multiple sclerosis?,5,4,0.9252789579331875
grok-4-1-fast-non-reasoning-latest,Which genes are associated with rheumatoid arthritis?,1,5,0.8086802363395691
grok-4-1-fast-non-reasoning-latest,Which genes are associated with rheumatoid arthritis?,2,5,0.8423316590487957
grok-4-1-fast-non-reasoning-latest,Which genes are associated with rheumatoid arthritis?,3,5,0.9357099626213312
grok-4-1-fast-non-reasoning-latest,Which genes are associated with rheumatoid arthritis?,4,5,0.8414904624223709
grok-4-1-fast-non-reasoning-latest,Which genes are associated with rheumatoid arthritis?,5,6,0.9748198557645082
grok-4-1-fast-non-reasoning-latest,What are the known targets of abatacept?,1,2,0.7445530164986849
grok-4-1-fast-non-reasoning-latest,What are the known targets of abatacept?,2,2,1.0346665270626545
grok-4-1-fast-non-reasoning-latest,What are the known targets of abatacept?,3,2,0.6910305134952068
grok-4-1-fast-non-reasoning-latest,What are the known targets of abatacept?,4,2,0.7175631709396839
grok-4-1-fast-non-reasoning-latest,What are the known targets of abatacept?,5,2,0.7210397738963366
grok-4-1-fast-non-reasoning-latest,Which genes are associated with lung cancer?,1,3,0.8555585462599993
grok-4-1-fast-non-reasoning-latest,Which genes are associated with lung cancer?,2,4,0.7457251213490963
grok-4-1-fast-non-reasoning-latest,Which genes are associated with lung cancer?,3,3,0.8382614850997925
grok-4-1-fast-non-reasoning-latest,Which genes are associated with lung cancer?,4,3,0.7758297715336084
grok-4-1-fast-non-reasoning-latest,Which genes are associated with lung cancer?,5,4,1.0296557284891605
grok-4-1-fast-non-reasoning-latest,What are the known targets of ponatinib?,1,10,0.8980131838470697
grok-4-1-fast-non-reasoning-latest,What are the known targets of ponatinib?,2,11,0.9601039700210094
grok-4-1-fast-non-reasoning-latest,What are the known targets of ponatinib?,3,6,0.7910901438444853
grok-4-1-fast-non-reasoning-latest,What are the known targets of ponatinib?,4,5,0.9327800814062357
grok-4-1-fast-non-reasoning-latest,What are the known targets of ponatinib?,5,10,0.918542230501771
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat systemic lupus erythematosus?,1,6,0.9399032518267632
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat systemic lupus erythematosus?,2,8,1.313948580995202
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat systemic lupus erythematosus?,3,6,0.9650298729538918
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat systemic lupus erythematosus?,4,5,0.979804340749979
grok-4-1-fast-non-reasoning-latest,Which drugs are used to treat systemic lupus erythematosus?,5,6,1.1340972986072302
grok-4-1-fast-non-reasoning-latest,Which genes are associated with autism spectrum disorder?,1,4,0.9512877129018307
grok-4-1-fast-non-reasoning-latest,Which genes are associated with autism spectrum disorder?,2,4,0.8585855141282082
grok-4-1-fast-non-reasoning-latest,Which genes are associated with autism spectrum disorder?,3,4,1.0235538631677628
grok-4-1-fast-non-reasoning-latest,Which genes are associated with autism spectrum disorder?,4,5,0.9030091967433691
grok-4-1-fast-non-reasoning-latest,Which genes are associated with autism spectrum disorder?,5,5,0.9381502196192741
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ROS1 gene?,1,2,0.7876661233603954
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ROS1 gene?,2,3,1.1032590363174677
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ROS1 gene?,3,2,0.7590869832783937
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ROS1 gene?,4,2,1.2118580807000399
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ROS1 gene?,5,3,0.8789386358112097
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ALK gene?,1,4,0.9795249961316586
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ALK gene?,2,4,0.9139709267765284
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ALK gene?,3,4,0.9689986780285835
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ALK gene?,4,4,0.9761590398848057
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the ALK gene?,5,4,1.0542423110455275
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the EGFR gene?,1,4,0.833966875448823
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the EGFR gene?,2,4,0.7749618832021952
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the EGFR gene?,3,4,0.848002539947629
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the EGFR gene?,4,4,0.8199695330113173
grok-4-1-fast-non-reasoning-latest,Which diseases are associated with the EGFR gene?,5,4,0.7564137764275074
grok-4-1-fast-non-reasoning-latest,Which genes are associated with psoriasis?,1,5,1.0044976845383644
grok-4-1-fast-non-reasoning-latest,Which genes are associated with psoriasis?,2,5,0.8986452054232359
grok-4-1-fast-non-reasoning-latest,Which genes are associated with psoriasis?,3,3,1.5749588534235954
grok-4-1-fast-non-reasoning-latest,Which genes are associated with psoriasis?,4,5,0.9470824599266052
grok-4-1-fast-non-reasoning-latest,Which genes are associated with psoriasis?,5,3,0.9390182197093964
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ulcerative colitis?,1,4,0.9368882980197668
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ulcerative colitis?,2,5,1.579834831878543
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ulcerative colitis?,3,6,0.9147848282009363
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ulcerative colitis?,4,4,0.9419581238180399
grok-4-1-fast-non-reasoning-latest,Which genes are associated with ulcerative colitis?,5,5,1.005735782906413
grok-4-1-fast-non-reasoning-latest,Which genes are associated with hepatitis C?,1,3,0.9358677882701159
grok-4-1-fast-non-reasoning-latest,Which genes are associated with hepatitis C?,2,3,0.9710647072643042
grok-4-1-fast-non-reasoning-latest,Which genes are associated with hepatitis C?,3,3,1.100049365311861
grok-4-1-fast-non-reasoning-latest,Which genes are associated with hepatitis C?,4,3,0.9484890270978212
grok-4-1-fast-non-reasoning-latest,Which genes are associated with hepatitis C?,5,3,0.846249895170331
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Hodgkin lymphoma?,1,3,1.0574381854385138
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Hodgkin lymphoma?,2,4,0.8906633444130421
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Hodgkin lymphoma?,3,5,0.9288638234138489
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Hodgkin lymphoma?,4,5,0.960817713290453
grok-4-1-fast-non-reasoning-latest,Which genes are associated with Hodgkin lymphoma?,5,4,0.9000223837792873
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with TP53?,1,3,0.8166978973895311
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with TP53?,2,3,1.0092907920479774
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with TP53?,3,3,0.8115106150507927
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with TP53?,4,3,0.7699070759117603
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with TP53?,5,3,1.0280667003244162
grok-4-1-fast-non-reasoning-latest,Which drugs target ERBB2?,1,5,0.9998804721981287
grok-4-1-fast-non-reasoning-latest,Which drugs target ERBB2?,2,5,1.4246757663786411
grok-4-1-fast-non-reasoning-latest,Which drugs target ERBB2?,3,5,0.950737239792943
grok-4-1-fast-non-reasoning-latest,Which drugs target ERBB2?,4,5,0.9513148292899132
grok-4-1-fast-non-reasoning-latest,Which drugs target ERBB2?,5,6,1.0797406528145075
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the ADRB1 gene?,1,3,0.8613071385771036
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the ADRB1 gene?,2,3,0.8578878324478865
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the ADRB1 gene?,3,4,0.8600209057331085
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the ADRB1 gene?,4,5,1.0471499729901552
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the ADRB1 gene?,5,3,0.699849097058177
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the DRD2 gene?,1,2,0.9112931750714779
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the DRD2 gene?,2,5,1.0535913947969675
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the DRD2 gene?,3,4,0.9844742715358734
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the DRD2 gene?,4,4,1.0558913387358189
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the DRD2 gene?,5,3,0.9304172098636627
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the HTR2A gene?,1,3,0.8567135240882635
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the HTR2A gene?,2,2,0.846865763887763
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the HTR2A gene?,3,4,0.9328466821461916
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the HTR2A gene?,4,3,0.8156085796654224
grok-4-1-fast-non-reasoning-latest,Which pathways are associated with the HTR2A gene?,5,4,0.9498901478946209
grok-4-1-fast-non-reasoning-latest,Which drugs target CD19?,1,5,1.1574917193502188
grok-4-1-fast-non-reasoning-latest,Which drugs target CD19?,2,3,1.1365558207035065
grok-4-1-fast-non-reasoning-latest,Which drugs target CD19?,3,3,1.172390155494213
grok-4-1-fast-non-reasoning-latest,Which drugs target CD19?,4,6,1.3488490581512451
grok-4-1-fast-non-reasoning-latest,Which drugs target CD19?,5,2,0.8700793497264385
grok-4-1-fast-non-reasoning-latest,Which drugs target CTLA4?,1,2,0.7582360096275806
grok-4-1-fast-non-reasoning-latest,Which drugs target CTLA4?,2,2,0.8398571480065584
grok-4-1-fast-non-reasoning-latest,Which drugs target CTLA4?,3,2,0.7921676877886057
grok-4-1-fast-non-reasoning-latest,Which drugs target CTLA4?,4,2,0.8327797017991543
grok-4-1-fast-non-reasoning-latest,Which drugs target CTLA4?,5,2,0.8279269225895405
grok-4-1-fast-non-reasoning-latest,What drugs are used to treat rickets?,1,2,1.7795945946127176
grok-4-1-fast-non-reasoning-latest,What drugs are used to treat rickets?,2,2,0.8433198239654303
grok-4-1-fast-non-reasoning-latest,What drugs are used to treat rickets?,3,3,0.9847550429403782
grok-4-1-fast-non-reasoning-latest,What drugs are used to treat rickets?,4,3,0.872628390789032
grok-4-1-fast-non-reasoning-latest,What drugs are used to treat rickets?,5,2,1.2568350825458765
grok-4-1-fast-non-reasoning-latest,Which genes are associated with tuberculosis?,1,3,0.8077913392335176
grok-4-1-fast-non-reasoning-latest,Which genes are associated with tuberculosis?,2,5,1.0331705044955015
grok-4-1-fast-non-reasoning-latest,Which genes are associated with tuberculosis?,3,3,1.014265764504671
grok-4-1-fast-non-reasoning-latest,Which genes are associated with tuberculosis?,4,3,0.8677588850259781
grok-4-1-fast-non-reasoning-latest,Which genes are associated with tuberculosis?,5,4,0.9904320370405912
gpt-5-nano,Which diseases are associated with BRAF?,1,8,24.344568483531475
gpt-5-nano,Which diseases are associated with BRAF?,2,7,16.11946260370314
gpt-5-nano,Which diseases are associated with BRAF?,3,9,15.05231673270464
gpt-5-nano,Which diseases are associated with BRAF?,4,10,17.213969811797142
gpt-5-nano,Which diseases are associated with BRAF?,5,8,16.12901115603745
gpt-5-nano,Which genes are associated with amyotrophic lateral sclerosis?,1,20,28.93936387076974
gpt-5-nano,Which genes are associated with amyotrophic lateral sclerosis?,2,16,18.811005625873804
gpt-5-nano,Which genes are associated with amyotrophic lateral sclerosis?,3,4,16.34659349359572
gpt-5-nano,Which genes are associated with amyotrophic lateral sclerosis?,4,17,20.821317050606012
gpt-5-nano,Which genes are associated with amyotrophic lateral sclerosis?,5,16,20.03194221481681
gpt-5-nano,Which diseases are associated with CDK4?,1,3,19.3068521451205
gpt-5-nano,Which diseases are associated with CDK4?,2,3,29.225869808346033
gpt-5-nano,Which diseases are associated with CDK4?,3,3,15.121235027909279
gpt-5-nano,Which diseases are associated with CDK4?,4,3,18.232490181922913
gpt-5-nano,Which diseases are associated with CDK4?,5,3,24.97312089242041
gpt-5-nano,Which pathways are associated with the JAK2 gene?,1,1,14.195667004212737
gpt-5-nano,Which pathways are associated with the JAK2 gene?,2,1,11.19586706906557
gpt-5-nano,Which pathways are associated with the JAK2 gene?,3,1,17.302339546382427
gpt-5-nano,Which pathways are associated with the JAK2 gene?,4,1,16.92679717577994
gpt-5-nano,Which pathways are associated with the JAK2 gene?,5,1,16.275988072156906
gpt-5-nano,Which drugs are used to treat rheumatoid arthritis?,1,17,17.889476217329502
gpt-5-nano,Which drugs are used to treat rheumatoid arthritis?,2,17,18.804861584678292
gpt-5-nano,Which drugs are used to treat rheumatoid arthritis?,3,18,21.51052894629538
gpt-5-nano,Which drugs are used to treat rheumatoid arthritis?,4,17,19.65384516119957
gpt-5-nano,Which drugs are used to treat rheumatoid arthritis?,5,19,23.10170417651534
gpt-5-nano,Which genes are associated with ovarian cancer?,1,10,18.0579190608114
gpt-5-nano,Which genes are associated with ovarian cancer?,2,6,21.08245457150042
gpt-5-nano,Which genes are associated with ovarian cancer?,3,11,22.221892844885588
gpt-5-nano,Which genes are associated with ovarian cancer?,4,16,22.124963050708175
gpt-5-nano,Which genes are associated with ovarian cancer?,5,10,14.4946752730757
gpt-5-nano,What are the known targets of regorafenib?,1,9,17.73184940032661
gpt-5-nano,What are the known targets of regorafenib?,2,11,20.567818578332663
gpt-5-nano,What are the known targets of regorafenib?,3,11,20.176700891926885
gpt-5-nano,What are the known targets of regorafenib?,4,12,23.36399837397039
gpt-5-nano,What are the known targets of regorafenib?,5,8,21.547571746632457
gpt-5-nano,Which pathways are associated with the STAT3 gene?,1,2,14.70907755382359
gpt-5-nano,Which pathways are associated with the STAT3 gene?,2,1,18.23312783613801
gpt-5-nano,Which pathways are associated with the STAT3 gene?,3,1,14.256690548732877
gpt-5-nano,Which pathways are associated with the STAT3 gene?,4,2,22.38940567150712
gpt-5-nano,Which pathways are associated with the STAT3 gene?,5,2,17.647970458492637
gpt-5-nano,Which genes are associated with fever (pyrexia)?,1,8,25.15863636881113
gpt-5-nano,Which genes are associated with fever (pyrexia)?,2,5,18.6216949429363
gpt-5-nano,Which genes are associated with fever (pyrexia)?,3,6,19.212647592648864
gpt-5-nano,Which genes are associated with fever (pyrexia)?,4,10,26.86744742281735
gpt-5-nano,Which genes are associated with fever (pyrexia)?,5,5,21.48263940960169
gpt-5-nano,Which diseases are treated with bevacizumab?,1,8,15.227785570546985
gpt-5-nano,Which diseases are treated with bevacizumab?,2,6,19.605517895892262
gpt-5-nano,Which diseases are treated with bevacizumab?,3,7,20.21099142730236
gpt-5-nano,Which diseases are treated with bevacizumab?,4,8,26.069793859496713
gpt-5-nano,Which diseases are treated with bevacizumab?,5,6,20.332009794190526
gpt-5-nano,What are the known targets of cabozantinib?,1,5,9.795111443847418
gpt-5-nano,What are the known targets of cabozantinib?,2,5,10.818288072943687
gpt-5-nano,What are the known targets of cabozantinib?,3,5,13.932098312303424
gpt-5-nano,What are the known targets of cabozantinib?,4,5,9.52025417983532
gpt-5-nano,What are the known targets of cabozantinib?,5,5,13.861020417883992
gpt-5-nano,Which pathways are associated with the TNF gene?,1,3,23.939386621117592
gpt-5-nano,Which pathways are associated with the TNF gene?,2,4,15.470611268654466
gpt-5-nano,Which pathways are associated with the TNF gene?,3,5,20.623515535145998
gpt-5-nano,Which pathways are associated with the TNF gene?,4,3,28.420129019767046
gpt-5-nano,Which pathways are associated with the TNF gene?,5,4,24.88267209008336
gpt-5-nano,Which diseases are associated with the NPM1 gene?,1,1,13.755125395953655
gpt-5-nano,Which diseases are associated with the NPM1 gene?,2,1,14.152594700455666
gpt-5-nano,Which diseases are associated with the NPM1 gene?,3,1,9.697370572015643
gpt-5-nano,Which diseases are associated with the NPM1 gene?,4,1,13.492143452167511
gpt-5-nano,Which diseases are associated with the NPM1 gene?,5,1,12.061584493145347
gpt-5-nano,Which pathways are associated with the CD19 gene?,1,2,21.080118672922254
gpt-5-nano,Which pathways are associated with the CD19 gene?,2,2,19.530894501134753
gpt-5-nano,Which pathways are associated with the CD19 gene?,3,2,16.82831430248916
gpt-5-nano,Which pathways are associated with the CD19 gene?,4,1,26.32903532870114
gpt-5-nano,Which pathways are associated with the CD19 gene?,5,4,19.94225343130529
gpt-5-nano,Which drugs are used to treat migraine?,1,22,28.889478035271168
gpt-5-nano,Which drugs are used to treat migraine?,2,15,24.458002904430032
gpt-5-nano,Which drugs are used to treat migraine?,3,13,24.888798790052533
gpt-5-nano,Which drugs are used to treat migraine?,4,18,23.869584465399384
gpt-5-nano,Which drugs are used to treat migraine?,5,12,28.813116682693362
gpt-5-nano,Which genes are associated with epilepsy?,1,21,18.114973844960332
gpt-5-nano,Which genes are associated with epilepsy?,2,22,21.877810802310705
gpt-5-nano,Which genes are associated with epilepsy?,3,18,12.449045658111572
gpt-5-nano,Which genes are associated with epilepsy?,4,20,20.59770279750228
gpt-5-nano,Which genes are associated with epilepsy?,5,21,26.654233606532216
gpt-5-nano,Which diseases are treated with trastuzumab deruxtecan?,1,2,18.596420772373676
gpt-5-nano,Which diseases are treated with trastuzumab deruxtecan?,2,2,14.476723127067089
gpt-5-nano,Which diseases are treated with trastuzumab deruxtecan?,3,3,15.8903184607625
gpt-5-nano,Which diseases are treated with trastuzumab deruxtecan?,4,2,23.426069378852844
gpt-5-nano,Which diseases are treated with trastuzumab deruxtecan?,5,3,21.89676569402218
gpt-5-nano,Which genes are associated with Alzheimer’s disease?,1,15,17.307257384061813
gpt-5-nano,Which genes are associated with Alzheimer’s disease?,2,10,14.832716103643179
gpt-5-nano,Which genes are associated with Alzheimer’s disease?,3,16,17.310455482453108
gpt-5-nano,Which genes are associated with Alzheimer’s disease?,4,12,15.83055324293673
gpt-5-nano,Which genes are associated with Alzheimer’s disease?,5,18,17.4655679166317
